x,y,color
-2.381459477258539,2.394921940774383,blue
1.5005039631017638,-0.3929505539631881,blue
-1.0831449510764743,2.361400474793336,blue
-0.2738089999528013,-2.1767826848585665,blue
1.492957049400414,2.881799330886693,blue
-0.26715954710145606,1.2483175481453932,blue
-1.1019406220167483,2.3424797154277677,blue
2.410907928646358,2.229660776751353,blue
-1.3696456626811129,-1.9327698798928314,red
-0.514933934601526,2.892248843119164,blue
1.294240677773712,1.9922231951593918,blue
-0.5990358464123258,1.7818105846443766,blue
1.6253615172117133,-2.9087467097278514,blue
2.87281538983508,1.527183501386058,blue
-2.4506432652215224,-0.7997856172787721,blue
2.332786896133932,-0.20565787703963867,blue
-0.7594357422460578,0.2181488369461988,blue
-0.9254950972135365,0.4898256564771648,blue
1.1098890306394757,-0.32219802554233246,blue
-2.1922324655316556,0.6838980954809699,blue
-0.18378152414537663,-1.682226852886934,blue
2.7330670727302158,0.929064875959491,blue
1.058950550034174,2.391356915368733,blue
1.5859696007891504,-1.9830939290580036,blue
2.522203095569309,-2.426447966857314,blue
-2.020842103662628,2.209011681064135,blue
0.612999073827647,2.7558264515267075,blue
-2.325594572490994,2.1970361791415076,blue
-1.355390378058066,0.8429147739773826,blue
0.3521060103772422,2.625600575072979,blue
0.9052113152862651,0.6695585502030394,blue
-0.31886789702405594,1.1261986959036676,blue
1.7993799881648735,2.0694278342956647,blue
-0.1638327493976579,0.2405942028424013,blue
-2.3485229972102206,-2.4224330460990604,blue
0.7286558644268681,1.260660281297051,blue
2.073498799767952,2.8019661022181124,blue
2.9550494717427425,-1.4522887727826335,blue
2.5493288108528223,2.8084948519301784,blue
-1.0130652561511224,-2.6036587828154802,blue
-0.9421735820626527,-2.912949913884619,blue
2.0573483795883076,-1.208927947908036,blue
0.19086825022949938,-0.09480086070562521,blue
1.5966200795292984,0.920550969513446,blue
-2.0564583387494553,2.33850512962744,blue
0.3426012313370723,0.23677619998028154,blue
-0.9297220776874155,1.2025940586349826,blue
-0.3507795252759056,-1.153986572546659,blue
0.12550569415977275,-0.6713624480616662,blue
1.4713941353129698,-0.059993855944460606,blue
-2.2707732429510443,1.219894366876522,blue
0.28491604895662226,0.21076858001180376,blue
0.7128088524677829,1.4979397810105048,blue
-2.4165401277942418,-1.5709836027481092,blue
-2.5607353129697055,2.2792317322076467,blue
-1.354798086989478,-2.4517649213609323,blue
2.4271793237984767,-2.816919436735625,blue
